"","link","pdate","art"
"11","https://timesofindia.indiatimes.com/city/trichy/man-weds-woman-concealing-hiv-infection-booked/articleshow/66092552.cms",2018-10-06,"Srirangam all women police have registered a case against a man infected with HIV for marrying a 25-year-old woman after concealing his disease. Police said the woman was six months pregnant now. The 30-year-old man from a village near Palani in Dindigul district was booked for cheating the woman from a locality on Vayaloor road in Trichy by allegedly keeping his HIV infection under wraps while marrying her. The man, a coolie, had married the woman in February this year and the latter came to know about his disease in July. Police inspector Andal Eswari said that the woman observed that the man had been looking tired and taking medicines frequently. Feeling worried about her husband’s health condition, she took him to the hospital and made him undergo a medical check-up which revealed that he was infected with HIV. “He was infected with HIV for a year but he conveniently covered up the matter for marrying her. But the woman is six months pregnant,” the inspector told TOI. When the shocked woman confronted her husband about the suppression of his illness, she had to face the music. According to the complaint, she was tortured mentally and physically by her husband and his family members – three women and two men, all residents of Pappampatti. After allegedly being subjected to torture for the past two months, she preferred to lodge a complaint with the police on Thursday. A case was registered under various sections including cheating, causing cruelty to woman by husband and his relatives and criminal intimidation. The police also booked him and five of his family members for physically and mentally torturing the woman. Since the accused were residents of Palani, the police were yet to dig deeper into the matter and arrest them. Doctors said that the chances of the woman getting infected with AIDS from her husband through their sexual relationship were higher."
"12","https://timesofindia.indiatimes.com/city/trichy/man-weds-woman-concealing-hiv-infection-booked/articleshow/66092552.cms",2018-10-06,"Srirangam all women police have registered a case against a man infected with HIV for marrying a 25-year-old woman after concealing his disease. Police said the woman was six months pregnant now. The 30-year-old man from a village near Palani in Dindigul district was booked for cheating the woman from a locality on Vayaloor road in Trichy by allegedly keeping his HIV infection under wraps while marrying her. The man, a coolie, had married the woman in February this year and the latter came to know about his disease in July. Police inspector Andal Eswari said that the woman observed that the man had been looking tired and taking medicines frequently. Feeling worried about her husband’s health condition, she took him to the hospital and made him undergo a medical check-up which revealed that he was infected with HIV. “He was infected with HIV for a year but he conveniently covered up the matter for marrying her. But the woman is six months pregnant,” the inspector told TOI. When the shocked woman confronted her husband about the suppression of his illness, she had to face the music. According to the complaint, she was tortured mentally and physically by her husband and his family members – three women and two men, all residents of Pappampatti. After allegedly being subjected to torture for the past two months, she preferred to lodge a complaint with the police on Thursday. A case was registered under various sections including cheating, causing cruelty to woman by husband and his relatives and criminal intimidation. The police also booked him and five of his family members for physically and mentally torturing the woman. Since the accused were residents of Palani, the police were yet to dig deeper into the matter and arrest them. Doctors said that the chances of the woman getting infected with AIDS from her husband through their sexual relationship were higher."
"13","https://timesofindia.indiatimes.com/city/coimbatore/man-attacks-niece-born-with-hiv-for-sleeping-in-his-house/articleshow/67110209.cms",2018-12-16,"Police have arrested a man for attacking his 19-year-old niece, who was born with human immunodeficiency virus (HIV), with a wooden log. The girl, who suffered serious injuries on her head, is undergoing treatment in the Coimbatore Medical College and Hospital (CMCH). The 30-year-old man turned violent after seeing the girl in his house at Vellarugampalayam on the outskirts of the city on Thursday, police sources said. “The girl’s mother was HIV-positive and transmitted it to her during pregnancy. She has been undergoing treatment after her birth. Her mother passed away 10 years ago. Her father, a labourer, is living with HIV and taking treatment,” a police officer said. The girl often visited her maternal uncle’s house to meet her grandmother. “She was not attending school and used to spend her time with her grandmother. But her uncle did not like her and even warned her against visiting the house. On Thursday night, after her condition deteriorated, she went to her uncle’s house to sleep. The man, who arrived in an inebriated condition, picked up a quarrel with the girl and asked her to go back to her house. But the girl refused to budge. In a fit of rage, he took a wooden log and thrashed her. She suffered injuries on her head and fell unconscious,” the officer told TOI. Her grandmother and neighbours rushed the injured girl to CMCH. Her condition has deteriorated, Thondamuthur police sub-inspector Navaneetha Krishnan said. “We registered a case against the man under section 294 (b) and 307 (attempt to murder) of the Indian Penal Code and arrested him. He was lodged in the Coimbatore Central Prison on Saturday evening,” he said."
"14","https://timesofindia.indiatimes.com/city/ludhiana/hiv-man-keeps-it-secret-booked-after-wifes-plaint/articleshow/65986942.cms",2018-09-28,"A 22-year-old woman has accused her husband and in-laws of harassment for not bringing enough dowry and also hiding the fact that her husband is HIV positive. The woman came to know about the fact eight months after marriage following which she lodged a police complaint. The woman cell of Ludhiana police, after a year-long inquiry, has booked the man and his father on Wednesday. The woman got married to a Patiala-based professor on January 19, 2017. Her husband did not develop physical relation with her saying that he has some infection. Months later, she found the medical reports of her husband which revealed that he is HIV positive. The woman shared the details with her family who took up the matter with husband and his parents. Meanwhile, the in-laws also started harassing her for not bringing dowry, she alleged. The father of woman said a family in their locality had fixed the match of her daughter. When they questioned them on keeping boy’s medical condition a secret, they threatened the family to keep mum. On August 28, 2017, the family lodged a complaint with the woman cell of Ludhiana police. ASI Sukhdev Singh, investigating officer, woman cell, said police have lodged a case against the accused under Sections 406 (criminal breach of trust), 498-A (dowry harassment) and 420 (cheating and dishonestly inducing delivery of property) of IPC after investigation. The police will arrest the accused soon."
"15","https://timesofindia.indiatimes.com/city/mysuru/medicine-that-prevents-post-natal-aids-tramission-supplied-to-mysuru-after-brief-delay/articleshow/65877525.cms",2018-09-20,"Nevirapine syrups and tablets, a key preventive medicine for those afflicted with HIV, is now available in Mysuru. Shortage of the medicine had left pregnant women and new mothers living with HIV, troubled. The city got the first batch of medicines on Wednesday afternoon. The state government had issued a notice saying the drug will not be available until the end of October sending HIV positive mothers into a panic. Nevirapine syrup is given to babies born from HIV positive mothers within 72 hours of birth to reduce the risk of contracting the disease from their mothers. The drug which was available at anti-retroviral therapy (ART) centers was out of stock. It was not available at private organizations as well. After a 20-day delay, the city on Wednesday received its first consignment of Nevirapine syrups. The essential drug was out of stock since the beginning of September. While NGOs were pulling out all stops to get the drug, new mothers and pregnant women were left wringing their hands and worried sick for their babies. People living with HIV were also deprived of combinations of Nevirapine. Speaking to TOI, district AIDS prevention officer Dr Ravi said taking note of the urgency and complaints from NGOs in the city, the state government dispatched Nevirapine syrups for infants. “It is available at the ART centres and new mothers can avail it. Now there is adequate stock to cater to all pregnant and new mothers with HIV. Newborns are our priority,” he stated. Chandrashekar, head of the city-based NGO Anandajyothi, said that he had written several mails to the authorities and health officers seeking supply of the essential drug. “When NACO replied stating a three-month delay in the supply of Nevirapine, we were shocked. The drug is a necessity for newborns and pregnant women. The drug was available at ART centres but not in medical stores in the city. Since 20 days, people with HIV, parents of newborn would visit hospitals and go back crestfallen. New mothers were worried as it was the question of their child’s health. Despite repeated requisitions, the medicine was delayed by 20 days,” he added. According to statistics, the city currently has over a dozen HIV positive pregnant women. Nevirapine syrup is said to reduce the chances of a newborn acquiring the virus from the infected mother. It is given to babies within 24 hours of birth up till 45 days. What is Nevirapine? Nevirapine is a prescription medicine for the treatment of HIV infection in adults and children. It is said to prevent postnatal HIV infection. Nevirapine is always used in combination with other HIV medicines. - (By Akshatha J)"
"16","https://timesofindia.indiatimes.com/city/chandigarh/people-come-to-aid-of-hiv-positive-patient/articleshow/66946457.cms",2018-12-05,"After TOI on World Aids Day highlighted the plight of Pooja Thakur, an HIV-positive patient, who has dedicated more than two decades to help the likes of her, people have started coming forward to help her. Her colleagues have been guided to ask for support from the deputy commissioner, governor, Red Cross Society and Chandigarh's Member of Parliament. The PGI doctors are preparing cost estimates for Pooja as she is looking for medicines and food for her children. But more than that, nutritional support is pertinent. As Pramod Sharma, a city-based social activist said that , ""Once we know the cost estimate, we will crowdsource for Pooja, who has been working for the cause for the past so many years."" Pooja has spent around Rs 40,000 on her tests and medicines till now. ""I have been told that my treatment will continue for another year. However, I am not looking for money but support for medicines and food for my children,"" said Pooja. She said that, ""I had been counselling many HIV positive patients and used to direct them for various grants from the government. And now, I am at the mercy of others."" From January till September this year, 442 people have tested positive for HIV in the city. Ayushyman Bharat and National Health Protection Scheme do not cover these patients. ""I was informed to inquire about this scheme, but we are not covered under this,"" said Pooja. She has three children, two of whom are also HIV-positive and under anti-retroviral therapy. ""We do not get any nutritional support and now I have no job due to my ill health,"" said Pooja. In the absence of a job Pooja is fighting a lonely battle, both against her neurological disease and the financial constraints. Meena Vij, working with the Chandigarh Network of People living with HIV-AIDS, said that, ""After the PGI doctors prepare the cost for medicines and tests, we shall write to certain authorities for support."""
"17","https://timesofindia.indiatimes.com/city/madurai/dip-in-hiv-infected-pregnant-women-in-madurai-collector/articleshow/66901802.cms",2018-12-02,"Incidence of HIV infection in Madurai district has come down from 0.15 % during 2009-2010 to 0.05 % in 2018 – 2019 among pregnant mothers. Over 3,000 pregnant women are tested and counselled for HIV/AIDS every month in the district, said district collector S Natarajan. He was speaking at World AIDS Day seminar at Madurai Medical College after flagging off an awareness rally in which over 800 school and college students participated. The collector said people with HIV/AIDS were being offered welfare measures . As many as 194 people were receiving educational assistance to the tune of Rs 4.51 lakh while 244 women were getting widow pensions. Besides these, free housing pattas and sewing machines were given to some and seven people had been identified for the chief minister’s greenhouse scheme, he said. The collector said that people with HIV/AIDS should not be discriminated against but must be treated equally in the society. As many as 1.5 lakh people including public, pregnant mothers and target groups were benefiting from integrated counselling As part of AIDS Day events in Dindigul, the district collector flagged off an awareness rally. The public were told that they could get all their doubts and fears regarding HIV/AIDS cleared through the mobile app, ``Iyam thavir’. Out of the 11,01,33 persons tested for HIV/AIDS last year, 496 had tested positive and were duly registered in the ART centres and getting treated. TNN"
"18","https://timesofindia.indiatimes.com/city/chandigarh/citizens-urged-to-get-tested-for-hiv/articleshow/66903829.cms",2018-12-02,"To mark World AIDS Day, the State AIDS Control Society (SACS), Chandigarh, organized an awareness programme at Elante Mall on Saturday. The aim of the event was to sensitize people from all walks of life on HIV/AIDS and motivate them to come forward and get tested to know about their HIV status while ensuring that all HIV positive cases are put on treatment. The two-day programme was inaugurated by prominent Punjabi Singers Ali Brothers and Sandeep Brar along with UT health services director Dr G Dewan and SACS project director Dr Vanita Gupta. In Chandigarh, there are around 6,303 HIV patients seeking treatment at various facilities. The global goal is to end AIDS by 2030. Towards this, a combined effort is being made to reach the target of 90:90:90 by 2020. The first '90' indicates that at least 90% of the HIV positive population should know their status so that they take treatment and ensure a long, healthy life and stop HIV transmission. To achieve the first 90, free HIV counselling and screening was provided to the visitors at Elante Mall. ""This day provides an opportunity to reaffirm our commitment to the cause of HIV prevention and treatment, draw attention on the global HIV epidemic, to raise awareness and remember those who have died, to show solidarity with the people living with it, and to celebrate survival and health,"" said an organiser."
"19","https://timesofindia.indiatimes.com/city/chandigarh/fight-hiv-target-the-sections-at-risk/articleshow/66902653.cms",2018-12-02,"It was shocking to read in the newspaper that there that the HIV cases had increased by 38% in Punjab in five years. Every year, World Aids Day on December 1 is marked with awareness programmes across the country but a lot remains to be done for the prevention and control of this deadly disease. The Punjab government should launch an aggressive campaign for educating the sections of society that are most vulnerable to contracting Aids. This includes truck drivers, drug addicts, sex workers, and pregnant women. For the treatment of infected people, integrated counselling and testing centres (ICTCs) need to work in tandem with the health department of the state. The centres should stock necessary medicines for the treatment of this disease. Psychological treatment of the patients is also important and required to be done in a big way. The people living with HIV are cut off from society and they spend rest of their lives dealing with the trauma. By- Sanjay Chopra"
"20","https://timesofindia.indiatimes.com/city/nashik/people-show-there-are-no-full-stops-after-hiv/aids/articleshow/66886530.cms",2018-12-01,"Near a decade back, a Nashik couple was looking forward to hearing the “good news” after taking a blood test. The results, however, shocked them. The woman was detected with HIV. Later, her husband was also detected with the same condition. The news shattered them and their difficulties seemed to have just begun. But they found a way out and were determined to live life to the fullest. Today, they live in a joint family and are well-known ‘care counsellors’ in Nashik and Malegaon. Both are trained paraprofessionals and offer a ray of hope to hundreds of others in Nashik district, who were detected with HIV. “When we were detected with HIV, we still decided to go ahead with the pregnancy and not to abort our child. We followed entire medical treatment, hoping that our child would be HIV negative. But, when my son was born, he was also detected HIV,” she recalled. Her husband had lost his job in a private company. They decided to leave their son with their family and end their lives. Just then, they got in touch with support groups for HIV positive people and found a source of living. “We got a work to stitch cloth bags and hand gloves. We started earning a bit. Gradually, we were introduced with the concept of paraprofessionals. As we were educated, we both underwent the training and started working as counsellors. Today, we are leading counsellors in Nashik district,” he said. Their families have accepted them whole heartedly and they live in a joint family. “We regularly take medicines and live a good life. When we share our story with other HIV+ people, they get inspired,” he said. Another couple like them was detected with HIV when they were expecting their first child. Their daughter does not have HIV infection. They have also dedicated their lives for creating awareness about HIV/AIDS. “It’s the mission of our lives now. God has blessed us with a healthy baby girl and it’s enough for us. We want her to become a doctor in the future,” the man said. This couple works in Nashik city and has successfully convinced many HIV+ patients to get treatment and take their medicines. “People can lead a healthy life for a long time with appropriate medical care. Anti-retroviral therapy effectively suppresses replication, if taken at the right time. Positive attitude, hopeand family support play a very important role in fight against AIDS,” he said. Both couples work with the Yash Foundation, which offers relief and rehabilitation to HIV/AIDS affected people. “We run a paraprofessional course that aims at encouraging youth to participate in tackling various social issues. This programme is implemented in partnership with colleges and includes sensitizing youth on adolescent health and HIV, life skills educations, leadership and personality development,” said Ravi Patil, director of Yash Foundation. “Awareness on health and HIV remains crucial. There are 108 wards under Nashik Municipal Corporation where we have initiated various community development programmes,” he said. Till date, the organization has covered 82 school and colleges and conducted training sessions on HIV/AIDS and social issues. RED Ribbon Clubs for disseminating information on HIV prevention and control have been set up in 17 schools and colleges in Nashik. Yash Foundation has the support of Mahindra & Mahindra Ltd under its corporate social responsibility project. They organize state-level marriage gathering to introduce people living with HIV/ AIDS to each other. So far, around 412 eligible brides and grooms have enrolled themselves with the foundation."
"21","https://timesofindia.indiatimes.com/city/bengaluru/armed-with-a-positive-attitude-hiv-infected-youths-chase-dreams/articleshow/66890963.cms",2018-12-01,"Born with HIV infection, they have borne the burden of others’ illness for no fault of theirs. But that hasn’t deterred them from pursuing their education and careers. TOI traces the journeys of individuals who are HIV-positive since birth and have gone on to excel in different spheres with their neversay-die attitude. They are among hundreds like them mentored by Asha Foundation. MNC worker eyes central govt jobShe’s a computer science engineer but has chosen to work as an HR professional. Employed with a multinational company, Deepa (name changed), belongs to Gadag. “I get motivated on seeing those who are in more vulnerable situations than me,” says Deepa, who harbours no anger against her father who was the source of her infection. “It’s lack of awareness that spread the infection. There’s no point in blaming anyone. I have decided to stay single,” says Deepa, who wants to land a central government job. Engg student wants to motivate people with her wordsAt an event in her college where she was asked what she wants to become, she was quick to say, “a motivational speaker”. When asked the reason, she replied: “I am HIV-positive.” Chaitra (name changed) was not sure how her teachers and classmates would react, but her courage was appreciated by all. Now a third-year engineering student in Shivamogga, she has opted out of campus placements to pursue MBA. “My father was infected by an unsafe blood transfusion when he met with an accident. He went into depression. I always try to stay cheerful,” she says. Banker credits ART drugs for her well-beingNayana (name changed), 26, a banker, says she is no less than anyone else when it comes to work. “What else matters? All of us have to die someday, and despite the infection, I have been fit since birth. I am undergoing the third line of ART (antiretroviral therapy). I must thank researchers who came up with these wonder drugs,” she says. When asked who motivates her the most, Nayana said it’s her mom, a garment unit worker who’s also HIV-positive. No one will accept me, says car mechanicMahesh (name changed), a diploma holder, 21, works as a car mechanic in an automobile company. He was 13 when he learnt he was infected with HIV since birth. He underwent depression and had no option but to take life-saving medicines. “I don’t disclose my status to anyone. No one will accept me. My father, a businessman, was infected 30 years ago during a blood transfusion. My mother, a counsellor, and sister are also HIV-positive,” says Mahesh."
